index,bidder,value_wei,tx_hash,sent_at_ms,mined_at_ms,latency_ms,block,gas_used,effective_gas_price,cost_wei,status
46,0x9D286c84F7151B597F7823CDe42A9A5fbB7a4a82,400000000000000,a33ef257f8be5c74d29f34cd8f125ccfcdcd25e11a3f31f981ea8ecd2bbde60e,1778026034427.9333,1778026036085.1921,1657.2587890625,55024472,71066,3,213198,success
47,0x84D66151ccEa1C8170394a5e3Af482cf43Ab7d6A,400000000000000,9d59f4341be2a86b4000767221ccc9772f0955d0c0d4f294b60e3922b619d4f5,1778026036548.133,1778026038657.2146,2109.08154296875,55024474,71066,3,213198,success
48,0xCEF7d5fE566eaae415d5bCa059e4483EBd94C274,400000000000000,9a52b63868df70541ec11d99c8f4619d2eacdd12e0cf90085afb3fb1806edc04,1778026039143.447,1778026041900.607,2757.159912109375,55024476,71066,3,213198,success
49,0x9D286c84F7151B597F7823CDe42A9A5fbB7a4a82,400000000000000,dc7a10ddc501db9ce01e809e0fa014a71d9f5a2c63fad4f9a69a41a9544eefe0,1778026042386.622,1778026044244.7305,1858.1083984375,55024478,71066,3,213198,success
50,0x84D66151ccEa1C8170394a5e3Af482cf43Ab7d6A,400000000000000,6b3c41baeb37850c410ba54da78b27f39dc1e7c4ec05a00d7e3b5136b3d7757f,1778026044722.98,1778026047347.1477,2624.167724609375,55024480,71066,3,213198,success
51,0xCEF7d5fE566eaae415d5bCa059e4483EBd94C274,400000000000000,97cd0d41ba2dfbf3e10054b407f3fca79f0e1cc4fe08c48ffc6ae7df1c1db33c,1778026047784.633,1778026049912.4402,2127.80712890625,55024482,71066,3,213198,success
52,0x9D286c84F7151B597F7823CDe42A9A5fbB7a4a82,400000000000000,76c5c282b600d82e43d762bb3031ea260c3bc307413c43964e12bfee1d869f02,1778026050360.7034,1778026052456.5503,2095.846923828125,55024484,71066,3,213198,success
53,0x84D66151ccEa1C8170394a5e3Af482cf43Ab7d6A,400000000000000,595dcb948101648e4a2c7ed53f9dac3e23f79030b600b5d7ae78c6841c21977b,1778026052916.7866,1778026055015.849,2099.0625,55024487,71066,3,213198,success
54,0xCEF7d5fE566eaae415d5bCa059e4483EBd94C274,400000000000000,f2cc209a3267b96a0baa85dd82fde2a41e8e66a21db684963c912b25f1711b39,1778026055453.0955,1778026057989.1619,2536.06640625,55024490,71066,3,213198,success
55,0x9D286c84F7151B597F7823CDe42A9A5fbB7a4a82,400000000000000,a73dcd4b180d3f92432d67774e2497e07e87669d3b20f9f960409d07587edc50,1778026058459.4453,1778026061058.587,2599.1416015625,55024492,71066,3,213198,success
56,0x84D66151ccEa1C8170394a5e3Af482cf43Ab7d6A,400000000000000,725ed14c013d7a574d869e636f28c453b9ac0555bcd4eb9f8645c6bb3c513039,1778026061521.2603,1778026063373.241,1851.980712890625,55024494,71066,3,213198,success
57,0xCEF7d5fE566eaae415d5bCa059e4483EBd94C274,400000000000000,3c37f05b7837eef87e81cf67d1f647b6be18b7a8e565f4699cc506b5930a8fed,1778026063826.133,1778026066632.4116,2806.278564453125,55024497,71066,3,213198,success
58,0x9D286c84F7151B597F7823CDe42A9A5fbB7a4a82,400000000000000,9cc247b43ae56b6ac841896be0a14c23a8aaeb01c1ccfd9e33610bc6f1b5a364,1778026067237.1978,1778026069794.474,2557.2763671875,55024500,71066,3,213198,success
59,0x84D66151ccEa1C8170394a5e3Af482cf43Ab7d6A,400000000000000,dade065f114f53a9eaa605b7299c06a809f753ef2bba9caaa6ee606cc81c7861,1778026070268.7227,1778026072223.3562,1954.633544921875,55024501,71066,3,213198,success
